transaction_id,created_at_UTC,user_phone,amount_paid_cents,zip_code,spot_id,amount_paid_dollar
381,2021-07-08 13:50:08,1-584-245-8566,5326,13-890,1,53.26
382,2022-09-25 1:26:19,(565) 252-3670,7643,M34 8BW,8,76.43
383,2022-01-01 18:47:05,(608) 322-4590,8191,16654,2,81.91
384,2022-03-05 8:44:14,(136) 758-3400,6152,11622,8,61.52
385,2022-03-01 19:08:23,1-620-424-1056,2069,D27 8WJ,14,20.69
386,2021-07-19 7:45:32,1-257-875-2416,4164,348055,5,41.64
387,2021-09-03 16:07:37,1-699-296-6463,9825,37421,3,98.25
388,2022-08-07 14:02:48,1-894-385-2862,2466,64871,15,24.66
389,2021-12-04 8:37:18,1-341-587-4037,6261,165665,1,62.61
390,2022-04-30 10:43:41,1-622-705-7482,5187,8816,5,51.87
391,2021-07-11 9:01:26,1-865-800-7831,9876,3505,8,98.76
392,2021-06-05 21:03:59,1-558-136-1372,5799,63024-58164,10,57.99
393,2022-06-07 2:20:46,1-751-265-6079,5045,6556 ZP,11,50.45
394,2021-07-29 14:15:51,1-820-776-8072,2319,97648,14,23.19
395,2021-04-26 20:21:43,(889) 441-2428,3999,10823,5,39.99
396,2022-07-17 8:59:02,(621) 688-5118,2805,1414,7,28.05
397,2021-11-24 0:04:28,(250) 201-9682,4452,05-136,13,44.52
398,2021-11-01 18:43:32,(675) 884-8426,795,66585,9,7.95
399,2021-04-06 15:07:19,(187) 265-5074,1695,403517,2,16.95
400,2022-01-18 7:54:09,1-433-881-7512,6135,54876,6,61.35
401,2022-04-07 16:08:21,1-723-650-3673,9928,60401,5,99.28
402,2022-11-03 22:47:33,(385) 344-5612,213,7728,9,2.13
403,2021-12-05 1:33:47,(118) 120-1330,1301,403412,2,13.01
404,2022-04-20 23:30:54,1-517-371-0482,1780,241466,7,17.8
405,2021-01-01 18:45:42,1-228-287-4813,9158,62721,6,91.58
406,2021-04-30 18:28:26,1-223-710-8077,6399,554335,14,63.99
407,2021-03-13 8:48:09,(513) 522-6824,3892,8414,13,38.92
408,2022-08-28 6:16:07,1-645-595-3853,6165,1619,7,61.65
409,2021-07-27 10:56:45,1-218-764-8339,3918,42417,1,39.18
410,2021-03-05 7:26:46,(111) 478-5328,9506,36355833,12,95.06
411,2022-09-29 11:58:19,(305) 621-9246,2745,91272,9,27.45
412,2022-07-22 2:13:02,(862) 567-9567,6892,12057-14831,14,68.92
413,2021-07-13 4:09:31,1-394-386-5133,6697,392661,6,66.97
414,2021-06-27 1:09:21,1-932-311-1049,3664,27797,14,36.64
415,2022-04-10 20:53:47,1-981-457-7959,7023,37249,8,70.23
416,2020-12-11 7:43:40,1-261-650-6855,4732,62717,11,47.32
417,2021-08-08 23:51:44,1-363-464-8484,1786,99-681,11,17.86
418,2022-06-11 18:14:00,(586) 614-4315,3221,83357,2,32.21
419,2022-01-17 9:51:07,(318) 818-8182,3075,3205,7,30.75
420,2021-01-22 2:41:03,(652) 183-1535,852,19546,7,8.52
421,2021-11-10 15:55:50,(657) 171-2653,1476,52380-85630,4,14.76
422,2021-03-27 2:26:47,(764) 635-4716,4039,8667,5,40.39
423,2022-03-24 5:08:52,1-963-314-7325,7072,69379,10,70.72
424,2022-07-15 5:39:40,(597) 197-4632,6115,80671,9,61.15
425,2021-06-03 14:25:52,1-838-351-3900,9299,10278,13,92.99
426,2022-01-08 21:09:05,(502) 766-8372,5527,30785,14,55.27
427,2021-06-21 12:34:58,1-773-832-9524,2966,65527,1,29.66
428,2022-07-20 4:03:59,(335) 426-6573,2320,84018,6,23.2
429,2020-11-20 15:12:53,(794) 274-8612,7412,6701,3,74.12
430,2022-06-17 5:11:55,(536) 330-9385,9004,2131,3,90.04
431,2021-01-31 13:10:17,1-755-150-5166,4768,8576,14,47.68
432,2021-12-01 18:59:12,(863) 725-1833,9693,6211,8,96.93
433,2021-12-06 20:11:50,1-311-364-7110,8027,7856,12,80.27
434,2021-03-05 20:17:00,1-674-229-6285,1647,6989,6,16.47
435,2021-11-22 6:36:28,1-856-131-4194,299,6522,4,2.99
436,2020-11-24 5:02:29,(307) 831-2827,573,18786,8,5.73
437,2022-05-06 20:58:50,1-769-933-1354,3019,3384,7,30.19
438,2021-01-04 2:21:36,1-587-613-7385,1425,28672,9,14.25
439,2021-09-01 17:47:50,(606) 435-4456,3831,A9Y 3G4,1,38.31
440,2021-04-05 20:36:36,(326) 826-8521,9846,86694,10,98.46
441,2022-09-28 19:05:57,(483) 756-5585,7315,13634,9,73.15
442,2022-08-11 6:10:23,(929) 902-5420,4087,929885,14,40.87
443,2020-12-13 12:59:10,1-362-674-7527,2472,64218,11,24.72
444,2021-06-21 0:40:04,(277) 517-3855,4792,455467,12,47.92
445,2022-02-09 4:05:09,1-498-785-3783,5195,2645,9,51.95
446,2022-05-20 3:00:42,1-466-604-1780,6421,13626,8,64.21
447,2021-06-14 7:08:41,1-375-807-4939,2276,428729,14,22.76
448,2021-09-26 20:28:21,1-919-598-1148,6535,14882,9,65.35
449,2021-05-03 15:44:53,(994) 214-0059,994,18466,10,9.94
450,2021-05-04 18:33:37,(665) 518-1362,6373,41700,6,63.73
451,2022-06-02 3:49:15,(751) 526-3274,6093,10816,13,60.93
452,2021-03-11 18:15:36,1-135-675-1431,304,64153,1,3.04
453,2022-06-24 13:29:35,(825) 326-3835,1908,25851-22584,7,19.08
454,2020-12-04 15:52:20,(384) 233-2788,5371,214518,9,53.71
455,2022-01-30 23:01:06,(142) 153-8543,543,760043,10,5.43
456,2022-11-04 4:10:47,1-645-870-4256,4096,32626,5,40.96
457,2022-06-30 16:12:22,1-960-462-7792,7618,4566,8,76.18
458,2022-02-26 19:50:28,(367) 243-5636,4179,52527,1,41.79
459,2021-02-22 22:10:54,1-778-788-5086,7232,34085,6,72.32
460,2021-02-09 23:37:40,(101) 717-2177,2261,12015,15,22.61
461,2021-01-06 7:51:03,(742) 691-8754,5413,04-281,11,54.13
462,2022-02-04 2:40:03,(707) 379-7814,6768,242260,11,67.68
463,2021-12-23 14:16:32,1-499-863-9523,3517,72550,9,35.17
464,2022-02-04 18:39:34,(944) 976-7427,5642,242647,5,56.42
465,2021-04-14 13:55:49,1-819-418-9060,1561,276863,7,15.61
466,2022-03-02 5:17:20,1-234-446-3923,2780,636269,11,27.8
467,2021-03-20 2:56:45,1-528-881-4796,3784,272577,2,37.84
468,2021-05-08 6:17:15,(868) 834-5275,1657,25766,8,16.57
469,2021-04-23 4:17:13,(953) 208-4463,2636,83066,14,26.36
470,2021-03-29 17:42:22,1-698-347-0295,1795,656635,7,17.95
471,2021-01-26 15:28:41,(163) 330-7439,2188,530264,14,21.88
472,2022-02-06 7:43:08,(792) 373-4477,8124,14841,12,81.24
473,2021-10-03 20:10:59,1-567-135-6815,7994,38434,5,79.94
474,2021-10-10 8:10:48,1-203-882-6259,2786,10105,4,27.86
475,2021-05-28 16:42:54,1-848-522-3363,1890,85751,12,18.9
476,2021-09-02 22:30:27,(336) 553-4639,8898,668452,12,88.98
477,2020-12-07 5:35:59,1-964-172-9170,206,841721,7,2.06
478,2021-02-17 2:16:41,1-833-325-2726,3122,56B 3Z0,14,31.22
479,2021-10-25 13:34:22,1-923-582-3828,4359,47104,4,43.59
480,2021-09-08 17:16:58,(983) 513-1475,1495,NA70 6XD,12,14.95
481,2021-10-02 9:30:20,1-651-752-8671,8937,Q63 1NJ,13,89.37
482,2022-10-15 8:57:26,(284) 284-9357,7239,252466,8,72.39
483,2021-05-31 6:55:47,(726) 376-3271,6198,262929,14,61.98
484,2021-03-29 13:40:57,1-964-594-6277,8532,11308,6,85.32
485,2021-06-07 6:41:50,(578) 854-4087,6407,Y1 3GO,13,64.07
486,2021-06-30 16:53:55,1-212-729-5532,8500,600583,10,85
487,2021-03-10 10:07:57,1-491-417-7835,173,6621,5,1.73
488,2021-10-23 12:14:42,(756) 632-2713,1566,23774,11,15.66
489,2022-01-29 7:16:12,1-452-313-6194,3043,985181,10,30.43
490,2021-01-08 3:10:23,(547) 276-1972,3899,89246,7,38.99
491,2021-12-12 19:34:55,1-808-506-9573,2633,3803,14,26.33
492,2021-01-22 18:57:16,(330) 414-3363,7563,447850,10,75.63
493,2020-12-10 23:25:37,1-801-355-3659,2751,748242,5,27.51
494,2022-07-17 11:40:41,(518) 307-7303,6607,845341,10,66.07
495,2022-04-19 13:52:26,(741) 335-7288,587,56857,8,5.87
496,2021-07-22 19:13:06,1-278-651-4151,2980,78044,11,29.8
497,2021-01-08 2:11:36,1-468-342-4234,4765,29851,2,47.65
498,2022-09-12 12:11:23,1-230-418-4937,3250,8381,2,32.5
499,2021-09-24 17:23:55,1-235-612-7555,9569,21857,5,95.69
500,2020-11-23 22:30:45,1-793-585-1351,1871,156188,14,18.71
